ID;TypeOfEducation;IdeologicalBasisOfTheSchool;Schoolsize;Periods;SchoolsInstitutions_1;EnrolledPupilsStudents_2
14991;A041867;A041917;T001304;2005SJ00;       .;       .
14992;A041867;A041917;T001304;2006SJ00;       .;       .
14993;A041867;A041917;T001304;2007SJ00;       .;       .
14994;A041867;A041917;T001304;2008SJ00;       .;       .
14995;A041867;A041917;T001304;2009SJ00;       .;       .
14996;A041867;A041917;T001304;2010SJ00;       .;       .
14997;A041867;A041917;T001304;2011SJ00;       .;       .
14998;A041867;A041917;T001304;2012SJ00;       .;       .
14999;A041867;A041917;T001304;2013SJ00;       .;       .
15000;A041867;A041917;T001304;2014SJ00;       .;       .
15001;A041867;A041917;T001304;2015SJ00;       .;       .
15002;A041867;A041917;T001304;2016SJ00;       .;       .
15003;A041867;A041917;T001304;2017SJ00;       .;       .
15004;A041867;A041917;T001304;2018SJ00;       .;       .
15005;A041867;A041917;T001304;2019SJ00;       .;       .
15006;A041867;A041917;T001304;2020SJ00;       .;       .
15007;A041867;A041917;T001304;2021SJ00;       .;       .
15008;A041867;A041917;A041906;1990SJ00;       .;       .
15009;A041867;A041917;A041906;1991SJ00;       .;       .
15010;A041867;A041917;A041906;1992SJ00;       .;       .
15011;A041867;A041917;A041906;1993SJ00;       .;       .
15012;A041867;A041917;A041906;1994SJ00;       .;       .
15013;A041867;A041917;A041906;1995SJ00;       .;       .
15014;A041867;A041917;A041906;1996SJ00;       .;       .
15015;A041867;A041917;A041906;1997SJ00;       .;       .
15016;A041867;A041917;A041906;1998SJ00;       .;       .
15017;A041867;A041917;A041906;1999SJ00;       .;       .
15018;A041867;A041917;A041906;2000SJ00;       .;       .
15019;A041867;A041917;A041906;2001SJ00;       .;       .
15020;A041867;A041917;A041906;2002SJ00;       .;       .
15021;A041867;A041917;A041906;2003SJ00;       .;       .
15022;A041867;A041917;A041906;2004SJ00;       .;       .
15023;A041867;A041917;A041906;2005SJ00;       .;       .
15024;A041867;A041917;A041906;2006SJ00;       .;       .
15025;A041867;A041917;A041906;2007SJ00;       .;       .
15026;A041867;A041917;A041906;2008SJ00;       .;       .
15027;A041867;A041917;A041906;2009SJ00;       .;       .
15028;A041867;A041917;A041906;2010SJ00;       .;       .
15029;A041867;A041917;A041906;2011SJ00;       .;       .
15030;A041867;A041917;A041906;2012SJ00;       .;       .
15031;A041867;A041917;A041906;2013SJ00;       .;       .
15032;A041867;A041917;A041906;2014SJ00;       .;       .
15033;A041867;A041917;A041906;2015SJ00;       .;       .
15034;A041867;A041917;A041906;2016SJ00;       .;       .
15035;A041867;A041917;A041906;2017SJ00;       .;       .
15036;A041867;A041917;A041906;2018SJ00;       .;       .
15037;A041867;A041917;A041906;2019SJ00;       .;       .
15038;A041867;A041917;A041906;2020SJ00;       .;       .
15039;A041867;A041917;A041906;2021SJ00;       .;       .
15040;A041867;A041917;A041907;1990SJ00;       .;       .
15041;A041867;A041917;A041907;1991SJ00;       .;       .
15042;A041867;A041917;A041907;1992SJ00;       .;       .
15043;A041867;A041917;A041907;1993SJ00;       .;       .
15044;A041867;A041917;A041907;1994SJ00;       .;       .
15045;A041867;A041917;A041907;1995SJ00;       .;       .
15046;A041867;A041917;A041907;1996SJ00;       .;       .
15047;A041867;A041917;A041907;1997SJ00;       .;       .
15048;A041867;A041917;A041907;1998SJ00;       .;       .
15049;A041867;A041917;A041907;1999SJ00;       .;       .
15050;A041867;A041917;A041907;2000SJ00;       .;       .
15051;A041867;A041917;A041907;2001SJ00;       .;       .
15052;A041867;A041917;A041907;2002SJ00;       .;       .
15053;A041867;A041917;A041907;2003SJ00;       .;       .
15054;A041867;A041917;A041907;2004SJ00;       .;       .
15055;A041867;A041917;A041907;2005SJ00;       .;       .
15056;A041867;A041917;A041907;2006SJ00;       .;       .
15057;A041867;A041917;A041907;2007SJ00;       .;       .
15058;A041867;A041917;A041907;2008SJ00;       .;       .
15059;A041867;A041917;A041907;2009SJ00;       .;       .
15060;A041867;A041917;A041907;2010SJ00;       .;       .
15061;A041867;A041917;A041907;2011SJ00;       .;       .
15062;A041867;A041917;A041907;2012SJ00;       .;       .
15063;A041867;A041917;A041907;2013SJ00;       .;       .
15064;A041867;A041917;A041907;2014SJ00;       .;       .
15065;A041867;A041917;A041907;2015SJ00;       .;       .
15066;A041867;A041917;A041907;2016SJ00;       .;       .
15067;A041867;A041917;A041907;2017SJ00;       .;       .
15068;A041867;A041917;A041907;2018SJ00;       .;       .
15069;A041867;A041917;A041907;2019SJ00;       .;       .
15070;A041867;A041917;A041907;2020SJ00;       .;       .
15071;A041867;A041917;A041907;2021SJ00;       .;       .
15072;A041867;A041917;A041908;1990SJ00;       .;       .
15073;A041867;A041917;A041908;1991SJ00;       .;       .
15074;A041867;A041917;A041908;1992SJ00;       .;       .
15075;A041867;A041917;A041908;1993SJ00;       .;       .
15076;A041867;A041917;A041908;1994SJ00;       .;       .
15077;A041867;A041917;A041908;1995SJ00;       .;       .
15078;A041867;A041917;A041908;1996SJ00;       .;       .
15079;A041867;A041917;A041908;1997SJ00;       .;       .
15080;A041867;A041917;A041908;1998SJ00;       .;       .
15081;A041867;A041917;A041908;1999SJ00;       .;       .
15082;A041867;A041917;A041908;2000SJ00;       .;       .
15083;A041867;A041917;A041908;2001SJ00;       .;       .
15084;A041867;A041917;A041908;2002SJ00;       .;       .
15085;A041867;A041917;A041908;2003SJ00;       .;       .
15086;A041867;A041917;A041908;2004SJ00;       .;       .
15087;A041867;A041917;A041908;2005SJ00;       .;       .
15088;A041867;A041917;A041908;2006SJ00;       .;       .
15089;A041867;A041917;A041908;2007SJ00;       .;       .
15090;A041867;A041917;A041908;2008SJ00;       .;       .
15091;A041867;A041917;A041908;2009SJ00;       .;       .
15092;A041867;A041917;A041908;2010SJ00;       .;       .
15093;A041867;A041917;A041908;2011SJ00;       .;       .
15094;A041867;A041917;A041908;2012SJ00;       .;       .
15095;A041867;A041917;A041908;2013SJ00;       .;       .
15096;A041867;A041917;A041908;2014SJ00;       .;       .
15097;A041867;A041917;A041908;2015SJ00;       .;       .
15098;A041867;A041917;A041908;2016SJ00;       .;       .
15099;A041867;A041917;A041908;2017SJ00;       .;       .
15100;A041867;A041917;A041908;2018SJ00;       .;       .
15101;A041867;A041917;A041908;2019SJ00;       .;       .
15102;A041867;A041917;A041908;2020SJ00;       .;       .
15103;A041867;A041917;A041908;2021SJ00;       .;       .
15104;A041867;A041917;A041909;1990SJ00;       .;       .
15105;A041867;A041917;A041909;1991SJ00;       .;       .
15106;A041867;A041917;A041909;1992SJ00;       .;       .
15107;A041867;A041917;A041909;1993SJ00;       .;       .
15108;A041867;A041917;A041909;1994SJ00;       .;       .
15109;A041867;A041917;A041909;1995SJ00;       .;       .
15110;A041867;A041917;A041909;1996SJ00;       .;       .
15111;A041867;A041917;A041909;1997SJ00;       .;       .
15112;A041867;A041917;A041909;1998SJ00;       .;       .
15113;A041867;A041917;A041909;1999SJ00;       .;       .
15114;A041867;A041917;A041909;2000SJ00;       .;       .
15115;A041867;A041917;A041909;2001SJ00;       .;       .
15116;A041867;A041917;A041909;2002SJ00;       .;       .
15117;A041867;A041917;A041909;2003SJ00;       .;       .
15118;A041867;A041917;A041909;2004SJ00;       .;       .
15119;A041867;A041917;A041909;2005SJ00;       .;       .
15120;A041867;A041917;A041909;2006SJ00;       .;       .
15121;A041867;A041917;A041909;2007SJ00;       .;       .
15122;A041867;A041917;A041909;2008SJ00;       .;       .
15123;A041867;A041917;A041909;2009SJ00;       .;       .
15124;A041867;A041917;A041909;2010SJ00;       .;       .
15125;A041867;A041917;A041909;2011SJ00;       .;       .
15126;A041867;A041917;A041909;2012SJ00;       .;       .
15127;A041867;A041917;A041909;2013SJ00;       .;       .
15128;A041867;A041917;A041909;2014SJ00;       .;       .
15129;A041867;A041917;A041909;2015SJ00;       .;       .
15130;A041867;A041917;A041909;2016SJ00;       .;       .
15131;A041867;A041917;A041909;2017SJ00;       .;       .
15132;A041867;A041917;A041909;2018SJ00;       .;       .
15133;A041867;A041917;A041909;2019SJ00;       .;       .
15134;A041867;A041917;A041909;2020SJ00;       .;       .
15135;A041867;A041917;A041909;2021SJ00;       .;       .
15136;A041867;A041917;A041910;1990SJ00;       .;       .
15137;A041867;A041917;A041910;1991SJ00;       .;       .
15138;A041867;A041917;A041910;1992SJ00;       .;       .
15139;A041867;A041917;A041910;1993SJ00;       .;       .
15140;A041867;A041917;A041910;1994SJ00;       .;       .
15141;A041867;A041917;A041910;1995SJ00;       .;       .
15142;A041867;A041917;A041910;1996SJ00;       .;       .
15143;A041867;A041917;A041910;1997SJ00;       .;       .
15144;A041867;A041917;A041910;1998SJ00;       .;       .
15145;A041867;A041917;A041910;1999SJ00;       .;       .
15146;A041867;A041917;A041910;2000SJ00;       .;       .
15147;A041867;A041917;A041910;2001SJ00;       .;       .
15148;A041867;A041917;A041910;2002SJ00;       .;       .
15149;A041867;A041917;A041910;2003SJ00;       .;       .
15150;A041867;A041917;A041910;2004SJ00;       .;       .
15151;A041867;A041917;A041910;2005SJ00;       .;       .
15152;A041867;A041917;A041910;2006SJ00;       .;       .
15153;A041867;A041917;A041910;2007SJ00;       .;       .
15154;A041867;A041917;A041910;2008SJ00;       .;       .
15155;A041867;A041917;A041910;2009SJ00;       .;       .
15156;A041867;A041917;A041910;2010SJ00;       .;       .
15157;A041867;A041917;A041910;2011SJ00;       .;       .
15158;A041867;A041917;A041910;2012SJ00;       .;       .
15159;A041867;A041917;A041910;2013SJ00;       .;       .
15160;A041867;A041917;A041910;2014SJ00;       .;       .
15161;A041867;A041917;A041910;2015SJ00;       .;       .
15162;A041867;A041917;A041910;2016SJ00;       .;       .
15163;A041867;A041917;A041910;2017SJ00;       .;       .
15164;A041867;A041917;A041910;2018SJ00;       .;       .
15165;A041867;A041917;A041910;2019SJ00;       .;       .
15166;A041867;A041917;A041910;2020SJ00;       .;       .
15167;A041867;A041917;A041910;2021SJ00;       .;       .
15168;A041867;A041917;A041911;1990SJ00;       .;       .
15169;A041867;A041917;A041911;1991SJ00;       .;       .
15170;A041867;A041917;A041911;1992SJ00;       .;       .
15171;A041867;A041917;A041911;1993SJ00;       .;       .
15172;A041867;A041917;A041911;1994SJ00;       .;       .
15173;A041867;A041917;A041911;1995SJ00;       .;       .
15174;A041867;A041917;A041911;1996SJ00;       .;       .
15175;A041867;A041917;A041911;1997SJ00;       .;       .
15176;A041867;A041917;A041911;1998SJ00;       .;       .
15177;A041867;A041917;A041911;1999SJ00;       .;       .
15178;A041867;A041917;A041911;2000SJ00;       .;       .
15179;A041867;A041917;A041911;2001SJ00;       .;       .
15180;A041867;A041917;A041911;2002SJ00;       .;       .
15181;A041867;A041917;A041911;2003SJ00;       .;       .
15182;A041867;A041917;A041911;2004SJ00;       .;       .
15183;A041867;A041917;A041911;2005SJ00;       .;       .
15184;A041867;A041917;A041911;2006SJ00;       .;       .
15185;A041867;A041917;A041911;2007SJ00;       .;       .
15186;A041867;A041917;A041911;2008SJ00;       .;       .
15187;A041867;A041917;A041911;2009SJ00;       .;       .
15188;A041867;A041917;A041911;2010SJ00;       .;       .
15189;A041867;A041917;A041911;2011SJ00;       .;       .
15190;A041867;A041917;A041911;2012SJ00;       .;       .
15191;A041867;A041917;A041911;2013SJ00;       .;       .
15192;A041867;A041917;A041911;2014SJ00;       .;       .
15193;A041867;A041917;A041911;2015SJ00;       .;       .
15194;A041867;A041917;A041911;2016SJ00;       .;       .
15195;A041867;A041917;A041911;2017SJ00;       .;       .
15196;A041867;A041917;A041911;2018SJ00;       .;       .
15197;A041867;A041917;A041911;2019SJ00;       .;       .
15198;A041867;A041917;A041911;2020SJ00;       .;       .
15199;A041867;A041917;A041911;2021SJ00;       .;       .
15200;A041867;A041917;A041912;1990SJ00;       .;       .
15201;A041867;A041917;A041912;1991SJ00;       .;       .
15202;A041867;A041917;A041912;1992SJ00;       .;       .
15203;A041867;A041917;A041912;1993SJ00;       .;       .
15204;A041867;A041917;A041912;1994SJ00;       .;       .
15205;A041867;A041917;A041912;1995SJ00;       .;       .
15206;A041867;A041917;A041912;1996SJ00;       .;       .
15207;A041867;A041917;A041912;1997SJ00;       .;       .
15208;A041867;A041917;A041912;1998SJ00;       .;       .
15209;A041867;A041917;A041912;1999SJ00;       .;       .
15210;A041867;A041917;A041912;2000SJ00;       .;       .
15211;A041867;A041917;A041912;2001SJ00;       .;       .
15212;A041867;A041917;A041912;2002SJ00;       .;       .
15213;A041867;A041917;A041912;2003SJ00;       .;       .
15214;A041867;A041917;A041912;2004SJ00;       .;       .
15215;A041867;A041917;A041912;2005SJ00;       .;       .
15216;A041867;A041917;A041912;2006SJ00;       .;       .
15217;A041867;A041917;A041912;2007SJ00;       .;       .
15218;A041867;A041917;A041912;2008SJ00;       .;       .
15219;A041867;A041917;A041912;2009SJ00;       .;       .
15220;A041867;A041917;A041912;2010SJ00;       .;       .
15221;A041867;A041917;A041912;2011SJ00;       .;       .
15222;A041867;A041917;A041912;2012SJ00;       .;       .
15223;A041867;A041917;A041912;2013SJ00;       .;       .
15224;A041867;A041917;A041912;2014SJ00;       .;       .
15225;A041867;A041917;A041912;2015SJ00;       .;       .
15226;A041867;A041917;A041912;2016SJ00;       .;       .
15227;A041867;A041917;A041912;2017SJ00;       .;       .
15228;A041867;A041917;A041912;2018SJ00;       .;       .
15229;A041867;A041917;A041912;2019SJ00;       .;       .
15230;A041867;A041917;A041912;2020SJ00;       .;       .
15231;A041867;A041917;A041912;2021SJ00;       .;       .
15232;A041867;A041917;A041913;1990SJ00;       .;       .
15233;A041867;A041917;A041913;1991SJ00;       .;       .
15234;A041867;A041917;A041913;1992SJ00;       .;       .
15235;A041867;A041917;A041913;1993SJ00;       .;       .
15236;A041867;A041917;A041913;1994SJ00;       .;       .
15237;A041867;A041917;A041913;1995SJ00;       .;       .
15238;A041867;A041917;A041913;1996SJ00;       .;       .
15239;A041867;A041917;A041913;1997SJ00;       .;       .
15240;A041867;A041917;A041913;1998SJ00;       .;       .
15241;A041867;A041917;A041913;1999SJ00;       .;       .
15242;A041867;A041917;A041913;2000SJ00;       .;       .
15243;A041867;A041917;A041913;2001SJ00;       .;       .
15244;A041867;A041917;A041913;2002SJ00;       .;       .
15245;A041867;A041917;A041913;2003SJ00;       .;       .
15246;A041867;A041917;A041913;2004SJ00;       .;       .
15247;A041867;A041917;A041913;2005SJ00;       .;       .
15248;A041867;A041917;A041913;2006SJ00;       .;       .
15249;A041867;A041917;A041913;2007SJ00;       .;       .
15250;A041867;A041917;A041913;2008SJ00;       .;       .
15251;A041867;A041917;A041913;2009SJ00;       .;       .
15252;A041867;A041917;A041913;2010SJ00;       .;       .
15253;A041867;A041917;A041913;2011SJ00;       .;       .
15254;A041867;A041917;A041913;2012SJ00;       .;       .
15255;A041867;A041917;A041913;2013SJ00;       .;       .
15256;A041867;A041917;A041913;2014SJ00;       .;       .
15257;A041867;A041917;A041913;2015SJ00;       .;       .
15258;A041867;A041917;A041913;2016SJ00;       .;       .
15259;A041867;A041917;A041913;2017SJ00;       .;       .
15260;A041867;A041917;A041913;2018SJ00;       .;       .
15261;A041867;A041917;A041913;2019SJ00;       .;       .
15262;A041867;A041917;A041913;2020SJ00;       .;       .
15263;A041867;A041917;A041913;2021SJ00;       .;       .
15264;A041867;A041918;T001304;1990SJ00;       .;       .
15265;A041867;A041918;T001304;1991SJ00;       .;       .
15266;A041867;A041918;T001304;1992SJ00;       .;       .
15267;A041867;A041918;T001304;1993SJ00;       .;       .
15268;A041867;A041918;T001304;1994SJ00;       .;       .
15269;A041867;A041918;T001304;1995SJ00;       .;       .
15270;A041867;A041918;T001304;1996SJ00;       .;       .
15271;A041867;A041918;T001304;1997SJ00;       .;       .
15272;A041867;A041918;T001304;1998SJ00;       .;       .
15273;A041867;A041918;T001304;1999SJ00;       .;       .
15274;A041867;A041918;T001304;2000SJ00;       .;       .
15275;A041867;A041918;T001304;2001SJ00;       .;       .
15276;A041867;A041918;T001304;2002SJ00;       .;       .
15277;A041867;A041918;T001304;2003SJ00;       .;       .
15278;A041867;A041918;T001304;2004SJ00;       .;       .
15279;A041867;A041918;T001304;2005SJ00;       .;       .
15280;A041867;A041918;T001304;2006SJ00;       .;       .
15281;A041867;A041918;T001304;2007SJ00;       .;       .
15282;A041867;A041918;T001304;2008SJ00;       .;       .
15283;A041867;A041918;T001304;2009SJ00;       .;       .
15284;A041867;A041918;T001304;2010SJ00;       .;       .
15285;A041867;A041918;T001304;2011SJ00;       .;       .
15286;A041867;A041918;T001304;2012SJ00;       .;       .
15287;A041867;A041918;T001304;2013SJ00;       .;       .
15288;A041867;A041918;T001304;2014SJ00;       .;       .
15289;A041867;A041918;T001304;2015SJ00;       .;       .
15290;A041867;A041918;T001304;2016SJ00;       .;       .
15291;A041867;A041918;T001304;2017SJ00;       .;       .
15292;A041867;A041918;T001304;2018SJ00;       .;       .
15293;A041867;A041918;T001304;2019SJ00;       .;       .
15294;A041867;A041918;T001304;2020SJ00;       .;       .
15295;A041867;A041918;T001304;2021SJ00;       .;       .
15296;A041867;A041918;A041906;1990SJ00;       .;       .
15297;A041867;A041918;A041906;1991SJ00;       .;       .
15298;A041867;A041918;A041906;1992SJ00;       .;       .
15299;A041867;A041918;A041906;1993SJ00;       .;       .
15300;A041867;A041918;A041906;1994SJ00;       .;       .
15301;A041867;A041918;A041906;1995SJ00;       .;       .
15302;A041867;A041918;A041906;1996SJ00;       .;       .
15303;A041867;A041918;A041906;1997SJ00;       .;       .
15304;A041867;A041918;A041906;1998SJ00;       .;       .
15305;A041867;A041918;A041906;1999SJ00;       .;       .
15306;A041867;A041918;A041906;2000SJ00;       .;       .
15307;A041867;A041918;A041906;2001SJ00;       .;       .
15308;A041867;A041918;A041906;2002SJ00;       .;       .
15309;A041867;A041918;A041906;2003SJ00;       .;       .
15310;A041867;A041918;A041906;2004SJ00;       .;       .
15311;A041867;A041918;A041906;2005SJ00;       .;       .
15312;A041867;A041918;A041906;2006SJ00;       .;       .
15313;A041867;A041918;A041906;2007SJ00;       .;       .
15314;A041867;A041918;A041906;2008SJ00;       .;       .
15315;A041867;A041918;A041906;2009SJ00;       .;       .
15316;A041867;A041918;A041906;2010SJ00;       .;       .
15317;A041867;A041918;A041906;2011SJ00;       .;       .
15318;A041867;A041918;A041906;2012SJ00;       .;       .
15319;A041867;A041918;A041906;2013SJ00;       .;       .
15320;A041867;A041918;A041906;2014SJ00;       .;       .
15321;A041867;A041918;A041906;2015SJ00;       .;       .
15322;A041867;A041918;A041906;2016SJ00;       .;       .
15323;A041867;A041918;A041906;2017SJ00;       .;       .
15324;A041867;A041918;A041906;2018SJ00;       .;       .
15325;A041867;A041918;A041906;2019SJ00;       .;       .
15326;A041867;A041918;A041906;2020SJ00;       .;       .
15327;A041867;A041918;A041906;2021SJ00;       .;       .
15328;A041867;A041918;A041907;1990SJ00;       .;       .
15329;A041867;A041918;A041907;1991SJ00;       .;       .
15330;A041867;A041918;A041907;1992SJ00;       .;       .
15331;A041867;A041918;A041907;1993SJ00;       .;       .
15332;A041867;A041918;A041907;1994SJ00;       .;       .
15333;A041867;A041918;A041907;1995SJ00;       .;       .
15334;A041867;A041918;A041907;1996SJ00;       .;       .
15335;A041867;A041918;A041907;1997SJ00;       .;       .
15336;A041867;A041918;A041907;1998SJ00;       .;       .
15337;A041867;A041918;A041907;1999SJ00;       .;       .
15338;A041867;A041918;A041907;2000SJ00;       .;       .
15339;A041867;A041918;A041907;2001SJ00;       .;       .
15340;A041867;A041918;A041907;2002SJ00;       .;       .
15341;A041867;A041918;A041907;2003SJ00;       .;       .
15342;A041867;A041918;A041907;2004SJ00;       .;       .
15343;A041867;A041918;A041907;2005SJ00;       .;       .
15344;A041867;A041918;A041907;2006SJ00;       .;       .
15345;A041867;A041918;A041907;2007SJ00;       .;       .
15346;A041867;A041918;A041907;2008SJ00;       .;       .
15347;A041867;A041918;A041907;2009SJ00;       .;       .
15348;A041867;A041918;A041907;2010SJ00;       .;       .
15349;A041867;A041918;A041907;2011SJ00;       .;       .
15350;A041867;A041918;A041907;2012SJ00;       .;       .
15351;A041867;A041918;A041907;2013SJ00;       .;       .
15352;A041867;A041918;A041907;2014SJ00;       .;       .
15353;A041867;A041918;A041907;2015SJ00;       .;       .
15354;A041867;A041918;A041907;2016SJ00;       .;       .
15355;A041867;A041918;A041907;2017SJ00;       .;       .
15356;A041867;A041918;A041907;2018SJ00;       .;       .
15357;A041867;A041918;A041907;2019SJ00;       .;       .
15358;A041867;A041918;A041907;2020SJ00;       .;       .
15359;A041867;A041918;A041907;2021SJ00;       .;       .
15360;A041867;A041918;A041908;1990SJ00;       .;       .
15361;A041867;A041918;A041908;1991SJ00;       .;       .
15362;A041867;A041918;A041908;1992SJ00;       .;       .
15363;A041867;A041918;A041908;1993SJ00;       .;       .
15364;A041867;A041918;A041908;1994SJ00;       .;       .
15365;A041867;A041918;A041908;1995SJ00;       .;       .
15366;A041867;A041918;A041908;1996SJ00;       .;       .
15367;A041867;A041918;A041908;1997SJ00;       .;       .
15368;A041867;A041918;A041908;1998SJ00;       .;       .
15369;A041867;A041918;A041908;1999SJ00;       .;       .
15370;A041867;A041918;A041908;2000SJ00;       .;       .
15371;A041867;A041918;A041908;2001SJ00;       .;       .
15372;A041867;A041918;A041908;2002SJ00;       .;       .
15373;A041867;A041918;A041908;2003SJ00;       .;       .
15374;A041867;A041918;A041908;2004SJ00;       .;       .
15375;A041867;A041918;A041908;2005SJ00;       .;       .
15376;A041867;A041918;A041908;2006SJ00;       .;       .
15377;A041867;A041918;A041908;2007SJ00;       .;       .
15378;A041867;A041918;A041908;2008SJ00;       .;       .
15379;A041867;A041918;A041908;2009SJ00;       .;       .
15380;A041867;A041918;A041908;2010SJ00;       .;       .
15381;A041867;A041918;A041908;2011SJ00;       .;       .
15382;A041867;A041918;A041908;2012SJ00;       .;       .
15383;A041867;A041918;A041908;2013SJ00;       .;       .
15384;A041867;A041918;A041908;2014SJ00;       .;       .
15385;A041867;A041918;A041908;2015SJ00;       .;       .
15386;A041867;A041918;A041908;2016SJ00;       .;       .
15387;A041867;A041918;A041908;2017SJ00;       .;       .
15388;A041867;A041918;A041908;2018SJ00;       .;       .
15389;A041867;A041918;A041908;2019SJ00;       .;       .
15390;A041867;A041918;A041908;2020SJ00;       .;       .
15391;A041867;A041918;A041908;2021SJ00;       .;       .
15392;A041867;A041918;A041909;1990SJ00;       .;       .
15393;A041867;A041918;A041909;1991SJ00;       .;       .
15394;A041867;A041918;A041909;1992SJ00;       .;       .
15395;A041867;A041918;A041909;1993SJ00;       .;       .
15396;A041867;A041918;A041909;1994SJ00;       .;       .
15397;A041867;A041918;A041909;1995SJ00;       .;       .
15398;A041867;A041918;A041909;1996SJ00;       .;       .
15399;A041867;A041918;A041909;1997SJ00;       .;       .
15400;A041867;A041918;A041909;1998SJ00;       .;       .
15401;A041867;A041918;A041909;1999SJ00;       .;       .
15402;A041867;A041918;A041909;2000SJ00;       .;       .
15403;A041867;A041918;A041909;2001SJ00;       .;       .
15404;A041867;A041918;A041909;2002SJ00;       .;       .
15405;A041867;A041918;A041909;2003SJ00;       .;       .
15406;A041867;A041918;A041909;2004SJ00;       .;       .
15407;A041867;A041918;A041909;2005SJ00;       .;       .
15408;A041867;A041918;A041909;2006SJ00;       .;       .
15409;A041867;A041918;A041909;2007SJ00;       .;       .
15410;A041867;A041918;A041909;2008SJ00;       .;       .
15411;A041867;A041918;A041909;2009SJ00;       .;       .
15412;A041867;A041918;A041909;2010SJ00;       .;       .
15413;A041867;A041918;A041909;2011SJ00;       .;       .
15414;A041867;A041918;A041909;2012SJ00;       .;       .
15415;A041867;A041918;A041909;2013SJ00;       .;       .
15416;A041867;A041918;A041909;2014SJ00;       .;       .
15417;A041867;A041918;A041909;2015SJ00;       .;       .
15418;A041867;A041918;A041909;2016SJ00;       .;       .
15419;A041867;A041918;A041909;2017SJ00;       .;       .
15420;A041867;A041918;A041909;2018SJ00;       .;       .
15421;A041867;A041918;A041909;2019SJ00;       .;       .
15422;A041867;A041918;A041909;2020SJ00;       .;       .
15423;A041867;A041918;A041909;2021SJ00;       .;       .
15424;A041867;A041918;A041910;1990SJ00;       .;       .
15425;A041867;A041918;A041910;1991SJ00;       .;       .
15426;A041867;A041918;A041910;1992SJ00;       .;       .
15427;A041867;A041918;A041910;1993SJ00;       .;       .
15428;A041867;A041918;A041910;1994SJ00;       .;       .
15429;A041867;A041918;A041910;1995SJ00;       .;       .
15430;A041867;A041918;A041910;1996SJ00;       .;       .
15431;A041867;A041918;A041910;1997SJ00;       .;       .
15432;A041867;A041918;A041910;1998SJ00;       .;       .
15433;A041867;A041918;A041910;1999SJ00;       .;       .
15434;A041867;A041918;A041910;2000SJ00;       .;       .
15435;A041867;A041918;A041910;2001SJ00;       .;       .
15436;A041867;A041918;A041910;2002SJ00;       .;       .
15437;A041867;A041918;A041910;2003SJ00;       .;       .
15438;A041867;A041918;A041910;2004SJ00;       .;       .
15439;A041867;A041918;A041910;2005SJ00;       .;       .
15440;A041867;A041918;A041910;2006SJ00;       .;       .
15441;A041867;A041918;A041910;2007SJ00;       .;       .
15442;A041867;A041918;A041910;2008SJ00;       .;       .
15443;A041867;A041918;A041910;2009SJ00;       .;       .
15444;A041867;A041918;A041910;2010SJ00;       .;       .
15445;A041867;A041918;A041910;2011SJ00;       .;       .
15446;A041867;A041918;A041910;2012SJ00;       .;       .
15447;A041867;A041918;A041910;2013SJ00;       .;       .
15448;A041867;A041918;A041910;2014SJ00;       .;       .
15449;A041867;A041918;A041910;2015SJ00;       .;       .
15450;A041867;A041918;A041910;2016SJ00;       .;       .
15451;A041867;A041918;A041910;2017SJ00;       .;       .
15452;A041867;A041918;A041910;2018SJ00;       .;       .
15453;A041867;A041918;A041910;2019SJ00;       .;       .
15454;A041867;A041918;A041910;2020SJ00;       .;       .
15455;A041867;A041918;A041910;2021SJ00;       .;       .
15456;A041867;A041918;A041911;1990SJ00;       .;       .
15457;A041867;A041918;A041911;1991SJ00;       .;       .
15458;A041867;A041918;A041911;1992SJ00;       .;       .
15459;A041867;A041918;A041911;1993SJ00;       .;       .
15460;A041867;A041918;A041911;1994SJ00;       .;       .
15461;A041867;A041918;A041911;1995SJ00;       .;       .
15462;A041867;A041918;A041911;1996SJ00;       .;       .
15463;A041867;A041918;A041911;1997SJ00;       .;       .
15464;A041867;A041918;A041911;1998SJ00;       .;       .
15465;A041867;A041918;A041911;1999SJ00;       .;       .
15466;A041867;A041918;A041911;2000SJ00;       .;       .
15467;A041867;A041918;A041911;2001SJ00;       .;       .
15468;A041867;A041918;A041911;2002SJ00;       .;       .
15469;A041867;A041918;A041911;2003SJ00;       .;       .
15470;A041867;A041918;A041911;2004SJ00;       .;       .
15471;A041867;A041918;A041911;2005SJ00;       .;       .
15472;A041867;A041918;A041911;2006SJ00;       .;       .
15473;A041867;A041918;A041911;2007SJ00;       .;       .
15474;A041867;A041918;A041911;2008SJ00;       .;       .
15475;A041867;A041918;A041911;2009SJ00;       .;       .
15476;A041867;A041918;A041911;2010SJ00;       .;       .
15477;A041867;A041918;A041911;2011SJ00;       .;       .
15478;A041867;A041918;A041911;2012SJ00;       .;       .
15479;A041867;A041918;A041911;2013SJ00;       .;       .
15480;A041867;A041918;A041911;2014SJ00;       .;       .
15481;A041867;A041918;A041911;2015SJ00;       .;       .
15482;A041867;A041918;A041911;2016SJ00;       .;       .
15483;A041867;A041918;A041911;2017SJ00;       .;       .
15484;A041867;A041918;A041911;2018SJ00;       .;       .
15485;A041867;A041918;A041911;2019SJ00;       .;       .
15486;A041867;A041918;A041911;2020SJ00;       .;       .
15487;A041867;A041918;A041911;2021SJ00;       .;       .
