ID;TypeOfEducation;IdeologicalBasisOfTheSchool;Schoolsize;Periods;SchoolsInstitutions_1;EnrolledPupilsStudents_2
2024;A025279;A041914;T001304;1998SJ00;2474;502580
2025;A025279;A041914;T001304;1999SJ00;2459;504983
2026;A025279;A041914;T001304;2000SJ00;2434;505569
2027;A025279;A041914;T001304;2001SJ00;2426;506101
2028;A025279;A041914;T001304;2002SJ00;2422;501639
2029;A025279;A041914;T001304;2003SJ00;2416;496988
2030;A025279;A041914;T001304;2004SJ00;2410;493563
2031;A025279;A041914;T001304;2005SJ00;2396;490031
2032;A025279;A041914;T001304;2006SJ00;2380;487197
2033;A025279;A041914;T001304;2007SJ00;2364;486900
2034;A025279;A041914;T001304;2008SJ00;2351;485618
2035;A025279;A041914;T001304;2009SJ00;2343;484697
2036;A025279;A041914;T001304;2010SJ00;2330;480805
2037;A025279;A041914;T001304;2011SJ00;2305;475454
2038;A025279;A041914;T001304;2012SJ00;2279;467728
2039;A025279;A041914;T001304;2013SJ00;2238;458705
2040;A025279;A041914;T001304;2014SJ00;2191;451062
2041;A025279;A041914;T001304;2015SJ00;2139;445609
2042;A025279;A041914;T001304;2016SJ00;2098;439015
2043;A025279;A041914;T001304;2017SJ00;2063;433546
2044;A025279;A041914;T001304;2018SJ00;2043;431134
2045;A025279;A041914;T001304;2019SJ00;2020;428171
2046;A025279;A041914;T001304;2020SJ00;1989;423445
2047;A025279;A041914;T001304;2021SJ00;1966;417782
2048;A025279;A041914;A041906;1990SJ00;1031;66759
2049;A025279;A041914;A041906;1991SJ00;1085;70503
2050;A025279;A041914;A041906;1992SJ00;1025;66969
2051;A025279;A041914;A041906;1993SJ00;957;62384
2052;A025279;A041914;A041906;1994SJ00;845;55476
2053;A025279;A041914;A041906;1995SJ00;711;46744
2054;A025279;A041914;A041906;1996SJ00;687;45220
2055;A025279;A041914;A041906;1997SJ00;606;40136
2056;A025279;A041914;A041906;1998SJ00;580;38237
2057;A025279;A041914;A041906;1999SJ00;579;37839
2058;A025279;A041914;A041906;2000SJ00;557;37256
2059;A025279;A041914;A041906;2001SJ00;548;37058
2060;A025279;A041914;A041906;2002SJ00;546;36545
2061;A025279;A041914;A041906;2003SJ00;559;37864
2062;A025279;A041914;A041906;2004SJ00;556;37455
2063;A025279;A041914;A041906;2005SJ00;562;38487
2064;A025279;A041914;A041906;2006SJ00;563;38954
2065;A025279;A041914;A041906;2007SJ00;547;37220
2066;A025279;A041914;A041906;2008SJ00;557;37800
2067;A025279;A041914;A041906;2009SJ00;570;38328
